sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao
1,30,5,8,7,44,0,7,25.8,3008.89
1,29,4,8,7,44,1,6,111.6,2556.48
2,44,6,8,7,44,0,4,123.9,1237.95
1,46,6,8,5,44,0,8,14.6,1296.84
1,60,7,99,6,30,0,10,428.6,5201.69
1,35,5,99,6,40,0,10,123.5,1754.96
1,20,3,8,6,44,0,2,5.2,1279.23
2,20,3,8,7,20,0,7,11.1,531.23
1,42,6,8,5,44,0,3,3.5,1650.64
1,28,4,2,7,44,0,4,30.9,2144.71
2,40,6,99,9,20,0,10,211.1,9501.51
2,24,3,9,7,44,0,3,4.9,1205.47
2,37,5,8,5,44,0,10,109.5,1271.82
1,28,4,8,7,44,0,7,19.4,1413.01
1,41,6,8,9,1,0,7,190.5,3614.03
1,37,5,99,7,30,0,10,133.4,3426.33
2,40,6,99,9,40,0,9,273.9,5946.03
1,26,4,2,7,44,0,2,40.8,1071.59
2,31,5,8,7,44,0,7,84.4,2606.79
1,53,7,8,7,44,0,7,12.9,4173.87
1,36,5,8,7,44,0,4,11.9,2857.77
2,50,7,99,7,20,0,10,391.2,1538.6
2,19,3,8,7,44,0,2,2.4,1042.73
1,62,7,8,7,44,0,5,101.4,1749.08
1,44,6,8,7,44,0,10,116.6,2296.94
1,21,3,2,3,44,0,7,7.8,1408.14
1,54,7,99,5,25,1,10,416.9,1458.15
2,24,3,8,7,44,0,5,2.9,1037.55
2,48,6,2,4,44,0,3,118.9,1381.81
1,37,5,99,7,40,0,8,177.0,1576.46
1,47,6,99,7,40,0,10,149.8,1393.62
2,56,7,99,9,20,0,10,185.7,2453.57
1,43,6,2,6,44,0,10,16.7,1554.65
2,40,6,99,7,4,0,9,208.5,3904.17
1,44,6,2,7,20,0,2,28.9,675.19
1,55,7,2,9,40,0,8,37.7,7281.39
2,34,5,99,9,40,0,7,17.7,6289.69
1,42,6,8,5,12,1,8,8.9,1198.33
2,34,5,99,7,40,0,9,105.9,1164.75
1,30,5,8,7,44,0,5,122.5,3266.48
2,54,7,99,7,30,0,10,425.6,4560.79
2,40,6,8,5,44,0,9,59.4,1201.45
2,38,5,99,9,40,0,10,169.9,6135.12
2,43,6,9,8,6,0,7,11.4,490.15
2,33,5,8,7,44,0,3,3.3,1061.16
2,35,5,99,9,40,0,10,76.7,4594.04
2,38,5,99,9,20,0,10,39.2,4753.83
2,29,4,99,8,30,0,10,133.4,3997.72
2,31,5,2,7,44,0,4,1.9,1098.65
1,28,4,8,8,44,0,10,18.9,1703.69
2,37,5,8,5,44,0,10,16.8,1109.52
1,28,4,2,7,42,0,4,0.5,711.52
2,44,6,8,9,44,0,8,40.9,16379.74
1,52,7,8,7,44,0,2,18.9,1072.14
1,36,5,2,4,44,0,9,67.3,1467.03
1,18,3,2,7,44,0,10,0.9,1183.78
2,42,6,99,7,30,0,10,59.9,2527.81
1,48,6,99,7,30,0,10,323.9,9277.17
2,25,4,2,6,44,0,2,68.9,1377.11
1,38,5,99,7,30,0,10,143.8,1454.83
2,48,6,99,9,40,0,10,123.1,2569.73
1,45,6,8,7,44,0,5,39.4,2158.49
2,37,5,99,9,24,0,10,43.9,8449.18
1,26,4,8,7,40,0,10,11.7,1251.39
2,23,3,2,7,40,0,4,7.8,1562.05
2,24,3,8,7,44,0,4,5.6,1272.46
1,39,5,99,9,34,0,10,165.0,3365.82
2,47,6,8,11,6,0,7,146.9,2122.53
2,39,5,99,9,30,0,10,179.8,12478.9
2,61,7,99,9,30,0,10,356.9,3332.56
2,62,7,99,5,40,0,10,199.9,1343.14
2,47,6,99,9,30,0,10,9.9,3317.02
2,60,7,99,9,40,0,10,86.1,12288.05
1,41,6,8,5,44,0,3,13.9,1489.67
1,40,6,8,9,44,0,9,225.9,9125.25
2,50,7,99,5,30,0,10,152.0,2886.07
1,41,6,8,7,44,0,10,148.3,9909.51
2,39,5,99,9,40,0,10,73.8,7293.43
1,52,7,8,7,44,0,7,12.9,3144.48
1,36,5,9,7,44,0,8,84.4,3454.26
1,42,6,8,7,44,0,4,69.9,1735.15
1,32,5,8,7,40,0,7,32.8,6947.65
1,31,5,99,7,30,0,10,30.8,2107.59
2,35,5,8,7,44,0,4,100.4,4081.58
1,35,5,8,5,21,0,10,85.9,901.59
2,48,6,99,9,40,0,10,130.2,1577.85
1,49,6,99,9,40,0,10,215.9,8345.72
1,33,5,8,7,44,0,10,10.8,1898.77
1,35,5,99,7,30,0,10,139.4,4041.24
2,34,5,99,7,40,0,10,70.2,2059.23
1,24,3,2,7,44,0,8,43.2,1947.23
1,42,6,8,6,42,0,10,1.9,1800.91
1,36,5,99,7,30,0,10,97.2,3144.71
1,42,6,99,9,20,0,9,43.9,1512.16
2,26,4,8,7,36,0,4,0.9,1602.68
1,58,7,9,1,44,0,8,18.8,1403.81
1,36,5,99,6,36,0,7,165.9,1105.92
2,41,6,8,7,40,0,10,3.3,881.61
1,32,5,9,7,44,0,3,15.8,1263.9
2,43,6,8,6,44,0,4,72.9,1002.65
2,42,6,8,6,44,0,5,95.9,1637.37
1,21,3,8,5,43,0,8,7.4,1177.0
2,58,7,99,9,44,0,10,136.9,2099.15
2,72,8,99,7,40,0,8,401.8,5102.67
2,23,3,8,7,38,0,10,14.9,2576.82
2,40,6,2,6,44,0,5,66.9,1260.08
1,28,4,8,7,36,0,2,10.9,1108.24
2,45,6,99,9,20,0,10,148.3,2790.28
1,23,3,8,7,44,0,8,0.9,1192.75
2,38,5,8,7,44,0,4,62.9,1444.92
2,40,6,99,9,40,0,10,221.8,5708.42
1,22,3,9,7,44,0,2,1.4,868.16
1,39,5,99,7,30,0,10,180.0,3924.17
1,45,6,8,5,44,0,5,104.9,3028.94
2,35,5,8,7,44,0,8,30.5,1470.53
1,31,5,99,7,40,0,10,110.8,2304.53
2,46,6,99,9,40,0,9,177.5,3497.02
1,67,8,99,6,44,0,8,154.7,1414.02
1,32,5,4,7,44,0,6,100.5,3059.34
1,37,5,8,7,44,0,6,2.2,2143.2
1,46,6,4,4,44,0,5,21.9,1190.97
2,32,5,8,9,44,0,6,2.5,1212.28
2,45,6,2,7,44,0,4,11.8,1257.09
1,20,3,2,7,44,0,7,2.5,920.6
2,45,6,99,9,40,0,9,165.5,3002.28
1,39,5,8,7,44,0,2,7.9,1287.05
1,49,6,2,7,44,0,3,108.9,2055.15
1,47,6,99,7,20,0,9,116.3,2290.04
1,57,7,8,6,40,0,10,29.5,1304.53
2,27,4,8,9,36,0,6,23.9,2804.17
2,30,5,99,9,36,0,10,22.9,5826.68
1,39,5,99,9,40,0,8,21.9,6273.46
2,53,7,99,9,30,0,10,153.9,13720.16
1,42,6,2,9,44,0,6,10.6,2812.86
1,46,6,8,9,15,0,9,54.9,4015.06
1,30,5,8,7,44,0,5,37.9,1265.25
1,22,3,9,4,44,0,4,9.3,1430.65
1,26,4,9,7,44,0,3,38.7,1505.06
2,30,5,8,7,44,0,4,58.9,1240.69
1,50,7,8,7,44,0,4,81.0,1229.95
2,50,7,99,9,20,0,10,188.4,7377.38
1,62,7,99,4,40,0,10,302.9,1360.92
1,28,4,8,6,44,0,8,1.4,1105.16
1,32,5,9,9,44,0,2,102.9,2934.39
1,27,4,9,7,44,0,3,1.2,1583.88
1,40,6,8,5,44,0,5,26.2,2201.06
1,42,6,8,7,44,0,9,14.6,4840.73
1,29,4,8,7,44,0,3,12.4,1246.11
1,21,3,8,7,44,0,9,17.6,1202.57
1,39,5,8,7,43,0,9,19.6,1566.59
2,52,7,99,5,30,0,10,121.1,1213.46
1,48,6,99,7,40,0,9,109.7,2527.41
1,23,3,2,8,44,0,7,0.9,1861.06
2,29,4,99,9,44,0,7,7.3,16505.45
1,51,7,2,9,0,0,6,5.6,12824.37
1,42,6,4,2,44,0,3,178.9,2345.11
1,55,7,99,7,30,0,10,371.6,20000.24
1,31,5,99,5,40,0,9,153.9,2995.8
1,48,6,99,5,40,0,10,161.9,1187.28
2,33,5,8,7,44,0,7,30.8,1371.77
1,41,6,8,7,44,0,3,15.9,1546.11
2,17,2,8,6,28,0,7,1.8,479.18
2,39,5,99,9,20,0,10,124.8,7356.41
2,59,7,99,9,40,0,10,334.9,1159.18
1,47,6,99,4,30,0,5,36.9,1666.24
1,37,5,8,9,44,0,5,25.7,4658.86
2,40,6,99,7,30,0,10,174.0,1709.12
1,40,6,2,7,44,0,2,204.9,1842.9
1,59,7,8,7,44,0,8,43.9,1471.89
2,48,6,99,9,30,0,10,343.5,4846.6
2,32,5,8,9,44,0,5,94.9,4386.33
2,52,7,99,7,40,0,7,160.8,1143.12
1,34,5,8,5,44,0,6,3.7,1027.71
1,43,6,8,4,44,0,3,115.7,1573.14
2,39,5,9,7,44,0,3,170.9,1067.37
2,23,3,9,7,44,0,2,1.9,1368.13
2,23,3,8,7,44,0,8,2.1,1215.09
2,33,5,9,7,44,0,7,19.3,1182.96
2,35,5,8,7,44,0,3,70.6,1379.2
2,55,7,99,7,40,0,10,114.9,2192.39
1,41,6,8,7,44,0,5,4.8,2902.54
1,33,5,99,7,40,0,10,9.6,1023.38
1,52,7,8,7,44,0,9,54.3,1892.83
2,35,5,2,9,36,0,7,19.8,4126.22
1,56,7,8,9,0,0,2,442.8,8410.39
1,29,4,8,7,44,0,7,88.2,1699.67
2,62,7,99,2,40,0,10,387.9,4393.71
1,49,6,8,6,38,0,3,30.9,1968.43
2,48,6,99,7,30,0,10,274.9,7127.04
1,23,3,8,8,44,0,9,4.4,944.46
1,41,6,99,7,40,0,10,178.9,3843.19
2,48,6,99,9,40,0,9,165.3,5272.43
1,42,6,99,7,44,0,10,9.9,6132.38
2,58,7,99,9,27,0,10,154.9,3722.73
1,29,4,8,2,44,0,3,5.9,1040.76
1,34,5,2,7,44,0,8,57.9,1616.07
1,44,6,8,2,44,0,3,4.9,2102.15
2,37,5,2,9,44,0,4,84.9,1344.68
2,25,4,8,7,44,0,4,42.9,2122.01
2,45,6,99,9,30,0,10,165.1,6309.22
2,30,5,9,7,44,0,3,13.1,1272.09
1,35,5,8,7,40,0,10,118.9,3232.92
2,41,6,99,9,44,0,10,225.5,3237.94
1,41,6,99,9,30,0,10,147.9,18394.02
2,33,5,99,9,40,0,10,94.8,4307.19
1,48,6,9,7,44,0,9,197.9,4345.59
1,36,5,8,7,44,0,8,48.8,1410.6
1,38,5,99,7,30,0,10,181.9,8481.76
1,30,5,9,7,44,0,2,40.9,1448.88
1,58,7,8,7,0,0,5,215.9,4418.67
1,48,6,8,7,44,0,6,22.9,2213.35
1,46,6,8,7,42,0,10,0.5,977.84
2,28,4,99,9,40,0,10,83.1,5291.32
1,38,5,99,9,30,0,10,10.3,5862.57
1,36,5,8,7,44,0,8,61.2,2057.9
2,40,6,2,9,44,0,7,169.8,10405.53
1,44,6,8,5,44,0,9,84.7,1758.87
1,23,3,8,7,44,0,8,27.9,1236.45
1,32,5,99,7,40,0,9,44.9,1249.05
1,30,5,9,7,44,0,7,11.0,2248.21
2,36,5,8,9,40,0,6,38.7,3171.11
1,28,4,2,7,44,0,6,49.9,1148.32
2,54,7,9,5,36,0,6,8.9,1625.86
2,35,5,8,7,44,0,6,83.9,3469.89
2,33,5,99,10,40,0,10,44.6,6670.96
1,47,6,2,7,44,0,10,13.8,1560.34
2,34,5,8,3,44,0,2,16.9,849.3
1,21,3,8,6,44,0,8,5.0,1476.27
1,50,7,99,7,30,0,10,155.9,2928.2
1,56,7,8,7,44,0,6,189.9,4867.59
2,42,6,99,9,40,0,7,195.0,3874.24
1,20,3,4,7,44,0,4,1.1,1155.57
1,51,7,99,9,40,0,8,392.9,5905.59
1,26,4,8,7,44,0,8,20.5,1573.57
2,21,3,8,7,44,0,6,1.9,1605.03
1,33,5,99,7,32,0,9,37.3,2083.49
1,34,5,8,7,44,0,2,146.9,1437.51
1,24,3,9,7,44,0,5,35.1,1432.75
2,59,7,8,2,44,0,4,77.9,1296.72
1,37,5,9,7,43,0,6,18.3,1506.59
1,41,6,8,9,44,0,9,1.4,3372.89
2,36,5,99,9,40,0,7,82.9,2555.95
2,21,3,8,7,44,0,7,3.9,1218.18
2,43,6,99,9,36,0,10,177.9,4144.86
1,21,3,9,7,36,0,6,0.9,1158.92
1,24,3,9,9,40,0,9,0.9,2118.13
1,30,5,8,6,44,0,9,115.9,3318.26
1,35,5,8,4,44,0,10,7.3,2463.69
2,26,4,99,7,40,0,10,1.9,1133.21
1,54,7,9,7,44,0,9,13.8,1405.04
1,53,7,9,7,44,0,9,52.9,1551.7
2,64,7,99,7,44,0,5,47.9,1048.31
2,41,6,8,7,44,0,8,3.9,1704.12
1,21,3,8,7,44,0,7,16.8,1773.36
2,36,5,8,9,6,0,6,16.8,1366.43
2,57,7,8,6,44,0,2,19.9,936.33
1,48,6,99,9,30,0,10,145.3,3833.36
2,43,6,99,9,40,0,10,97.1,2106.88
2,34,5,99,7,30,0,10,78.0,3227.16
1,35,5,8,7,44,0,10,9.1,2587.98
2,30,5,99,9,40,0,5,19.7,1072.66
2,57,7,8,9,18,0,5,106.9,1287.19
2,30,5,8,7,36,0,3,5.1,1242.5
1,59,7,99,7,40,0,10,448.4,3120.1
1,45,6,99,9,30,0,10,29.6,12631.71
2,27,4,99,7,40,0,8,101.6,1156.01
1,26,4,4,7,40,0,10,22.5,2284.07
1,34,5,99,7,30,0,10,129.0,7889.71
2,69,8,99,7,30,0,10,414.4,2600.1
2,49,6,8,7,44,0,4,20.9,1126.32
1,66,8,99,5,40,0,10,228.4,2201.35
1,54,7,99,9,40,0,10,197.3,8601.72
1,21,3,8,6,44,0,8,5.7,1467.45
1,36,5,8,7,44,0,6,115.9,3858.86
1,41,6,8,7,44,0,9,216.3,2768.98
2,27,4,8,7,36,0,8,5.8,1741.09
2,53,7,8,7,44,0,7,107.8,16684.53
1,36,5,8,6,44,0,6,19.7,2014.83
2,43,6,8,7,44,0,7,2.3,1399.89
1,26,4,8,7,44,0,5,20.9,1372.98
1,31,5,9,7,44,0,6,7.1,1750.48
1,37,5,9,11,11,0,7,76.4,6499.53
1,35,5,99,8,30,0,9,161.9,13192.58
2,28,4,8,7,33,0,6,19.9,1270.77
1,41,6,8,5,44,0,6,7.9,1525.73
1,37,5,8,7,44,0,10,71.3,2446.91
2,50,7,8,7,44,0,9,103.8,1410.68
1,39,5,8,7,44,0,9,0.9,4585.64
2,40,6,99,5,44,0,10,115.1,1598.14
1,30,5,8,7,44,0,10,2.3,1503.0
2,26,4,8,7,44,0,4,22.1,1503.85
1,21,3,8,7,44,0,9,7.4,1558.82
1,27,4,8,7,44,0,7,6.8,1896.95
1,31,5,2,7,44,0,7,57.9,3593.27
1,35,5,99,5,30,0,10,180.6,1438.48
2,34,5,8,9,40,0,5,113.5,4435.72
2,27,4,2,7,44,0,6,19.0,1788.45
1,51,7,8,4,44,0,3,6.3,2057.97
2,36,5,99,9,30,0,8,114.3,2121.76
1,41,6,99,9,30,0,10,148.6,7673.02
1,52,7,8,7,44,0,5,101.9,1480.28
2,32,5,8,7,36,0,9,63.4,1048.49
1,45,6,99,2,30,0,10,189.9,2107.72
2,40,6,99,7,40,0,10,213.3,742.25
2,55,7,99,9,30,0,10,130.9,10946.63
2,18,3,8,7,44,0,4,1.3,890.95
1,39,5,8,8,44,0,8,35.4,7688.65
1,52,7,99,9,40,0,10,126.6,3029.44
1,71,8,99,7,30,0,9,425.6,4082.61
1,43,6,99,7,30,0,10,190.9,8250.87
1,54,7,99,7,40,0,8,369.5,10002.27
1,55,7,99,9,40,0,10,32.1,3000.02
1,44,6,8,7,44,0,9,0.6,1088.29
1,47,6,8,7,44,0,10,21.6,5212.21
2,62,7,8,7,44,0,4,11.9,1126.72
2,42,6,99,9,40,0,7,166.9,3290.26
1,27,4,99,7,30,0,10,104.9,18108.45
2,36,5,99,7,36,0,10,95.9,1363.51
1,52,7,99,7,44,0,10,155.2,3409.66
2,33,5,6,7,44,0,3,18.9,1281.65
1,41,6,8,7,44,0,8,20.9,2426.42
2,38,5,8,7,44,0,4,92.9,1512.74
1,33,5,2,7,44,0,2,3.5,1927.58
1,25,4,8,7,44,0,5,38.5,1759.82
1,42,6,8,9,44,0,3,4.8,1639.05
2,41,6,99,7,44,0,10,157.9,2107.86
1,31,5,2,7,44,0,6,20.7,1160.77
2,24,3,9,7,44,0,5,1.6,1040.07
2,28,4,8,7,44,0,4,74.8,1472.18
1,27,4,8,7,44,0,10,24.9,2112.37
1,60,7,2,2,44,0,4,252.9,1537.23
1,37,5,8,7,44,0,9,3.9,1366.91
2,39,5,8,7,44,0,6,16.9,1079.41
2,34,5,8,8,44,0,2,86.9,1833.62
1,33,5,9,7,44,0,2,8.0,1115.54
1,30,5,8,9,44,0,4,10.5,4053.67
1,35,5,99,9,30,0,10,68.0,2540.93
1,45,6,99,7,30,0,10,177.9,2716.26
2,45,6,99,7,44,0,10,194.3,3547.76
1,61,7,8,5,44,0,2,94.5,1060.19
2,29,4,8,7,44,0,2,89.4,1232.73
2,40,6,8,7,44,0,2,25.9,1103.55
1,36,5,8,6,44,0,4,53.9,1980.4
1,31,5,8,7,44,0,2,55.6,2806.57
2,38,5,8,7,36,0,5,72.4,1911.08
1,41,6,99,7,30,0,10,182.6,3944.42
1,69,8,99,8,40,0,10,112.8,2121.29
1,56,7,8,5,44,0,6,49.3,1334.33
1,54,7,8,7,44,0,7,45.2,1688.51
2,48,6,99,9,20,0,10,194.4,6155.56
1,49,6,99,9,30,0,10,145.1,5217.83
2,52,7,8,7,44,0,3,33.7,1083.5
1,47,6,99,7,36,0,9,178.5,1813.5
1,29,4,99,9,44,0,5,113.1,1543.09
2,30,5,8,7,44,0,4,64.3,2134.12
1,25,4,8,7,44,0,4,68.9,1338.16
2,35,5,8,9,44,0,7,20.9,4300.42
2,33,5,9,7,44,0,6,15.9,1270.6
1,49,6,99,7,30,0,10,324.9,8144.35
2,38,5,2,7,44,0,3,69.4,1264.96
2,33,5,8,7,44,0,2,26.9,1052.37
1,28,4,9,7,44,0,2,51.9,1507.88
2,64,7,99,7,40,0,10,411.9,4954.15
1,25,4,9,8,44,0,4,20.7,505.26
1,25,4,8,7,44,0,10,14.7,2015.46
2,34,5,99,7,36,0,10,178.9,1598.35
2,66,8,99,9,30,0,8,445.9,1891.8
1,35,5,99,7,30,0,10,59.9,840.76
2,48,6,8,9,44,0,6,9.9,3364.83
2,36,5,99,9,20,0,10,71.3,5080.28
2,40,6,8,7,44,0,2,25.9,1218.87
2,34,5,8,9,44,0,5,104.6,2887.04
1,34,5,8,7,44,0,8,20.7,3025.82
1,33,5,2,9,0,0,8,74.3,15998.24
1,32,5,4,5,44,0,2,35.9,1296.36
1,46,6,99,7,30,0,10,314.9,4778.05
2,35,5,9,7,44,0,7,10.6,1723.56
2,61,7,99,5,30,0,10,246.0,1573.55
1,31,5,8,7,44,0,7,14.4,1931.34
2,22,3,9,7,44,0,2,13.4,1036.51
1,31,5,8,7,44,0,7,8.2,1124.75
1,22,3,8,7,44,0,6,11.9,948.72
1,34,5,2,6,44,0,4,64.4,3953.91
1,33,5,99,10,40,0,8,1.1,9918.94
2,59,7,99,9,20,0,10,213.9,2879.09
1,59,7,9,7,44,0,5,0.3,578.33
1,26,4,8,7,44,0,4,34.5,2327.99
1,47,6,99,7,30,0,10,278.9,9076.76
1,21,3,9,7,44,0,5,0.2,320.27
1,29,4,8,7,44,0,8,4.5,1290.23
1,19,3,8,6,44,0,7,3.6,1159.51
1,59,7,8,6,36,0,3,67.8,1576.21
2,43,6,2,7,44,0,3,64.9,2113.66
2,31,5,99,7,40,0,5,72.4,4115.21
1,19,3,8,5,44,0,6,15.8,1701.44
2,32,5,2,9,44,0,4,150.7,11686.85
1,35,5,99,7,30,0,10,78.5,6037.02
2,34,5,99,9,30,0,10,3.9,2089.72
1,28,4,8,7,44,1,7,28.5,1106.87
1,36,5,8,9,8,0,5,40.8,1179.05
1,59,7,99,9,30,0,10,350.6,15982.3
2,42,6,8,7,44,0,10,4.9,1018.29
1,23,3,9,7,44,0,3,3.8,1178.41
1,34,5,8,7,44,0,6,2.7,1337.29
2,51,7,8,7,44,0,8,53.6,1544.97
2,24,3,2,6,44,0,4,0.9,1211.72
1,54,7,9,7,44,0,2,15.6,1087.0
1,32,5,8,7,0,0,5,32.4,1599.01
2,61,7,99,7,40,0,10,165.9,1470.27
2,41,6,8,3,44,0,9,80.9,1180.47
1,43,6,2,7,44,0,5,59.6,4934.38
1,28,4,8,4,44,0,3,19.9,1610.87
2,18,3,8,7,44,0,8,1.2,905.75
1,19,3,8,7,44,0,10,9.7,1169.16
2,55,7,99,9,30,0,9,128.5,15833.92
2,71,8,99,9,30,0,8,379.9,6929.87
1,24,3,8,7,44,0,6,35.4,1643.26
2,42,6,99,9,20,0,10,131.1,11631.9
2,39,5,8,7,36,0,2,5.9,1113.82
2,37,5,99,9,20,0,10,97.3,4587.04
1,30,5,8,5,44,0,3,100.9,1158.7
2,37,5,99,7,44,0,8,202.9,1207.31
1,34,5,8,7,44,0,5,68.9,1395.86
2,66,8,99,2,8,0,9,279.9,1286.36
2,37,5,99,9,40,0,9,40.9,3137.12
2,51,7,9,7,44,0,7,20.4,1051.91
2,40,6,99,9,40,0,10,177.9,4938.91
2,40,6,99,9,30,0,8,113.1,11046.23
1,45,6,99,9,30,0,10,79.6,3918.93
1,61,7,2,3,42,0,4,10.6,1449.28
2,34,5,8,7,44,0,2,95.9,1044.35
1,65,8,8,8,44,0,4,383.9,6162.25
2,31,5,99,7,40,0,8,30.9,1293.03
2,44,6,99,9,30,0,10,100.9,3602.01
1,35,5,8,7,44,0,5,4.8,1388.55
1,36,5,4,9,44,0,6,145.9,3543.1
1,50,7,99,6,30,0,10,317.9,5472.2
2,24,3,8,7,44,0,7,30.4,1378.05
2,57,7,8,7,31,0,8,30.1,1629.1
1,27,4,99,7,30,0,10,38.8,3882.76
1,26,4,8,7,42,0,10,15.6,1655.66
1,49,6,8,7,44,0,10,58.9,1279.42
1,67,8,99,9,40,0,10,488.5,6705.68
2,35,5,8,9,25,0,7,33.3,3690.72
1,46,6,8,3,36,0,3,103.8,1868.95
1,48,6,99,7,30,0,10,28.9,2127.33
1,32,5,2,5,44,0,8,2.9,1370.09
1,24,3,8,7,44,0,9,3.7,1693.82
2,34,5,9,7,42,0,8,34.8,2058.71
2,40,6,9,9,40,0,2,11.9,1189.19
2,41,6,99,9,40,0,10,113.3,4837.73
1,45,6,8,7,44,0,9,48.7,1309.72
1,50,7,99,7,40,0,10,235.9,2390.49
2,28,4,99,7,40,0,3,35.9,1056.66
2,48,6,99,9,30,0,10,332.1,3025.25
1,20,3,8,7,20,0,7,5.8,527.44
2,28,4,8,7,40,0,8,19.7,1324.58
1,45,6,8,7,44,0,3,1.9,1166.18
1,35,5,8,9,44,0,5,65.9,8138.63
2,28,4,99,9,44,0,10,29.1,1671.11
2,38,5,99,9,40,0,10,9.0,4796.32
1,40,6,8,5,44,0,10,69.4,4418.51
1,45,6,8,4,44,0,5,128.6,3340.98
2,35,5,8,9,44,0,9,5.8,1801.7
1,52,7,99,9,40,0,10,141.9,8398.76
1,42,6,8,7,44,0,10,19.7,2612.05
2,31,5,99,7,30,0,10,22.9,1509.32
1,40,6,99,9,20,0,10,155.5,9348.77
1,39,5,8,6,44,0,5,94.5,1677.04
1,48,6,9,9,40,0,7,59.9,3563.74
1,35,5,99,6,44,0,8,148.9,1550.26
1,42,6,4,7,40,0,10,10.6,1485.98
2,28,4,2,8,31,0,2,100.5,1493.95
1,70,8,8,9,44,0,3,141.4,9992.11
2,49,6,8,9,44,0,3,46.9,1332.38
2,40,6,8,7,44,0,6,17.6,1805.56
1,36,5,9,7,44,0,5,10.3,1145.56
1,29,4,8,9,30,0,3,30.6,3917.3
2,32,5,8,8,44,0,5,32.9,7874.12
1,35,5,2,7,44,0,3,3.9,2356.0
2,35,5,99,9,40,0,10,118.4,12749.26
1,35,5,8,7,44,0,6,13.8,4030.95
1,21,3,2,7,44,0,10,2.1,1654.97
2,35,5,8,7,44,0,5,38.2,1489.44
1,41,6,99,7,40,0,10,273.9,10796.96
1,29,4,9,7,44,0,3,12.9,1931.7
1,60,7,99,7,40,0,10,329.9,1257.74
1,43,6,9,4,44,0,10,73.5,2331.29
1,43,6,8,7,42,0,9,127.8,3185.11
2,38,5,2,9,44,0,9,130.7,3677.28
2,43,6,99,3,25,0,9,20.9,3064.04
1,45,6,99,9,20,0,10,133.1,9849.86
1,36,5,8,7,44,0,8,17.1,2417.84
2,33,5,9,5,44,0,2,10.9,1186.34
1,32,5,8,7,44,0,2,27.2,1444.91
2,19,3,8,7,44,0,6,4.4,884.33
2,25,4,8,7,44,0,4,0.8,1014.23
1,32,5,8,7,44,0,10,7.1,2387.74
1,43,6,8,7,44,0,3,17.9,1229.4
2,51,7,99,9,20,0,9,201.5,5365.47
1,58,7,9,7,44,0,2,23.9,1053.8
1,25,4,8,7,40,0,10,8.9,1357.06
2,38,5,2,7,31,0,7,118.9,2620.26
2,35,5,99,7,40,0,7,167.9,1395.33
2,30,5,99,9,30,0,10,46.5,6687.53
2,59,7,8,7,44,0,9,377.6,7624.61
1,36,5,9,7,36,0,8,1.5,1470.65
2,48,6,2,7,44,0,3,87.9,1382.81
1,47,6,99,9,40,0,10,212.9,17431.5
1,54,7,99,4,40,0,10,386.8,3399.73
2,35,5,99,9,44,0,10,52.9,1478.39
2,52,7,99,7,40,0,8,278.9,1935.31
2,37,5,99,9,40,0,10,112.4,4088.83
1,26,4,9,7,44,0,7,29.6,1369.22
2,29,4,8,9,44,0,8,19.5,3085.71
2,26,4,8,9,44,0,6,18.8,2122.75
2,58,7,99,2,40,0,8,207.9,1020.78
1,38,5,9,5,44,0,3,2.1,1269.84
1,28,4,8,9,9,0,5,11.6,940.03
2,18,3,8,6,12,0,6,11.3,561.79
1,45,6,2,7,44,0,2,53.1,1040.57
1,51,7,9,7,44,0,5,3.5,2009.04
1,27,4,8,7,44,0,5,10.8,1254.29
2,37,5,8,7,44,0,5,43.6,2611.57
1,46,6,99,9,20,0,10,194.5,7767.88
1,28,4,9,5,44,0,4,0.9,1098.41
2,37,5,2,7,36,0,8,61.9,1649.17
2,26,4,8,7,44,0,7,2.8,1464.62
2,42,6,99,8,40,0,8,95.9,2961.3
1,18,3,2,7,44,0,5,6.7,974.77
1,31,5,8,7,44,0,3,10.4,1657.67
1,32,5,8,7,38,0,7,87.8,2597.24
1,67,8,99,7,40,0,7,35.9,534.81
2,48,6,8,6,44,0,3,123.6,1270.23
2,45,6,2,9,44,0,9,100.4,3714.18
2,29,4,8,7,44,0,3,18.9,1045.3
2,39,5,99,9,30,0,10,53.3,8809.94
2,36,5,8,7,44,0,6,15.4,1142.84
1,53,7,99,3,40,0,10,231.9,2525.45
2,28,4,99,9,30,0,6,12.6,3783.96
1,47,6,8,7,44,0,9,128.9,2892.44
2,57,7,99,7,40,0,10,415.9,5266.32
2,47,6,99,9,40,0,10,198.3,2573.1
1,41,6,99,7,30,0,10,46.2,2017.06
1,27,4,9,7,44,0,6,11.9,1196.31
1,29,4,2,7,44,0,6,17.4,1692.54
1,25,4,8,7,44,0,9,1.9,999.16
1,36,5,8,7,44,0,7,3.0,1434.49
2,38,5,99,7,44,0,10,178.9,1153.86
1,59,7,99,9,30,0,10,195.6,2814.54
2,46,6,99,9,40,0,10,124.6,8505.13
1,20,3,9,7,44,0,7,0.5,602.4
2,46,6,8,7,44,0,2,108.9,1253.65
2,40,6,8,7,44,0,9,138.4,1654.8
1,42,6,8,3,44,0,5,29.9,1633.37
1,45,6,8,9,44,0,5,17.9,1188.36
1,23,3,99,7,16,0,6,130.2,3919.52
2,27,4,8,9,40,0,8,18.6,4600.95
