sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego
1,44,6,8,6,44,0,2,43.9
2,56,7,99,9,30,0,10,398.4
1,29,4,99,9,30,0,10,33.9
2,35,5,9,8,44,0,3,16.9
1,46,6,8,7,44,0,8,127.8
2,50,7,99,5,40,0,8,177.0
1,46,6,9,6,44,0,6,90.6
1,39,5,99,9,30,0,10,10.9
1,26,4,2,7,44,0,3,10.8
1,49,6,99,5,40,0,10,199.9
2,46,6,99,7,40,0,10,152.7
1,35,5,8,7,44,0,5,1.9
1,70,8,99,9,30,0,8,442.5
2,61,7,99,9,40,0,10,283.2
1,18,3,2,6,20,0,9,16.8
2,50,7,99,9,20,0,10,81.4
1,44,6,99,7,40,0,10,199.9
2,27,4,8,2,44,0,4,11.9
1,51,7,99,5,36,0,6,213.1
1,44,6,99,7,40,0,7,177.6
1,48,6,8,5,30,0,3,73.9
1,60,7,99,5,30,0,10,127.9
2,32,5,8,7,44,0,4,57.9
2,60,7,99,9,40,0,10,312.0
2,49,6,99,9,30,0,10,79.6
2,51,7,9,7,44,0,4,131.9
2,51,7,2,9,20,0,6,131.8
2,56,7,8,7,44,0,2,119.9
2,21,3,9,7,44,0,5,3.9
1,39,5,8,9,44,0,10,2.8
1,55,7,9,7,36,0,3,62.5
1,49,6,8,5,44,0,4,90.9
2,32,5,8,9,44,0,6,2.5
2,26,4,8,9,44,0,2,2.5
1,39,5,8,7,36,0,5,32.9
1,37,5,8,7,36,0,3,75.9
2,70,8,99,9,30,0,10,470.9
1,45,6,99,9,20,0,10,147.8
1,41,6,99,5,36,0,10,165.9
1,49,6,99,9,36,0,10,225.3
1,37,5,8,9,1,0,9,6.4
1,45,6,99,9,40,0,10,286.3
2,28,4,8,7,44,0,3,86.9
1,31,5,99,9,40,0,10,147.7
1,42,6,99,5,36,0,10,39.0
1,48,6,8,7,44,0,10,1.5
1,41,6,4,3,44,0,4,17.7
1,23,3,8,5,44,0,8,6.5
2,33,5,8,7,44,0,4,63.9
2,33,5,99,9,20,0,10,13.1
2,64,7,2,9,24,0,9,29.7
2,43,6,8,7,44,0,5,13.9
2,24,3,99,9,20,0,10,11.9
2,38,5,9,9,40,0,3,88.9
1,42,6,8,7,36,0,6,80.9
1,40,6,8,8,43,0,7,1.9
1,49,6,2,7,43,0,8,140.9
1,32,5,99,7,40,0,10,9.9
1,49,6,8,9,44,0,8,41.8
1,29,4,8,7,44,0,10,35.9
1,46,6,9,1,44,0,2,263.9
1,20,3,8,7,44,0,3,27.9
1,59,7,8,7,44,0,2,69.9
1,27,4,8,8,44,0,10,10.7
1,64,7,8,9,40,0,5,40.9
2,46,6,99,9,40,0,10,9.4
2,28,4,8,7,44,0,2,23.9
1,34,5,8,9,44,0,10,22.6
2,40,6,99,9,20,0,10,150.7
2,44,6,8,6,44,0,2,131.9
1,40,6,4,2,44,0,6,21.9
1,26,4,8,7,44,0,10,4.9
2,39,5,99,7,44,0,9,153.9
1,30,5,8,7,36,0,10,119.8
1,21,3,8,7,44,0,10,19.8
2,18,3,99,7,44,0,10,5.9
1,50,7,99,7,40,0,7,312.0
2,52,7,99,9,40,0,10,321.2
2,20,3,99,7,40,0,10,20.2
1,23,3,9,7,44,0,7,4.3
2,34,5,99,9,20,0,10,29.8
2,43,6,9,7,36,0,10,156.9
2,56,7,99,7,44,0,9,249.8
2,30,5,99,7,40,0,10,29.4
1,37,5,99,9,40,0,8,18.9
1,21,3,8,5,44,0,6,16.8
1,45,6,8,7,44,0,2,107.9
1,25,4,9,7,44,0,5,12.9
2,36,5,8,9,40,0,8,110.9
1,37,5,9,9,44,0,9,133.1
2,43,6,9,7,44,0,3,148.9
2,36,5,8,7,44,0,5,48.4
2,22,3,4,7,44,0,2,15.8
1,38,5,9,7,44,0,5,4.2
2,20,3,8,8,44,0,6,24.8
1,25,4,8,7,36,0,4,49.5
2,45,6,99,10,40,0,10,172.4
2,24,3,8,5,44,0,4,10.9
1,41,6,2,7,44,0,9,143.7
1,21,3,8,7,38,0,7,9.1
2,30,5,8,7,44,0,2,11.7
1,59,7,99,7,20,0,10,248.9
2,31,5,9,7,44,0,9,28.5
1,63,7,99,7,40,0,10,361.9
1,34,5,99,9,25,0,10,21.9
1,22,3,2,7,44,0,3,2.9
2,26,4,2,7,44,0,4,34.9
2,46,6,8,7,30,0,10,9.1
2,44,6,8,4,44,0,3,114.9
2,26,4,99,9,40,0,10,37.4
2,69,8,9,4,30,0,7,451.6
1,66,8,9,4,44,0,4,142.9
2,38,5,8,4,44,0,6,39.9
1,38,5,8,4,44,0,10,75.5
2,17,2,99,7,30,0,10,59.9
1,36,5,4,7,44,0,2,16.9
1,40,6,99,5,30,0,10,143.8
1,46,6,2,9,44,0,6,237.9
2,30,5,8,7,44,0,9,11.9
1,61,7,99,7,40,0,9,394.9
1,40,6,99,7,30,0,10,162.8
1,31,5,8,7,44,0,2,49.9
1,44,6,9,2,44,0,7,45.9
2,45,6,99,9,30,0,10,177.2
2,43,6,99,7,40,0,10,155.0
1,34,5,8,7,44,0,3,4.4
1,39,5,8,5,21,0,10,93.9
1,46,6,99,10,40,0,10,180.4
2,31,5,8,7,44,0,8,16.9
2,27,4,8,7,44,0,8,0.3
2,39,5,8,9,20,0,5,45.9
2,33,5,8,9,44,0,10,11.6
1,26,4,8,6,44,0,6,42.1
1,31,5,8,7,44,0,10,30.4
1,44,6,8,7,42,0,10,10.0
1,33,5,8,7,44,0,3,0.7
1,35,5,9,7,44,0,4,9.2
1,41,6,9,7,44,0,2,8.9
2,57,7,99,9,40,0,9,259.6
2,47,6,8,7,44,0,5,178.6
2,51,7,99,9,25,0,10,129.4
1,25,4,8,9,43,0,6,78.7
1,32,5,8,7,44,0,6,19.0
2,57,7,99,9,44,0,7,220.6
1,23,3,8,6,44,0,7,54.4
2,38,5,99,7,30,0,10,71.3
1,23,3,9,6,44,0,7,14.5
1,35,5,8,7,40,0,10,77.5
1,41,6,8,7,44,0,5,2.5
1,54,7,99,7,30,0,10,322.9
1,53,7,9,9,44,0,9,192.2
2,26,4,8,7,44,0,3,6.9
1,21,3,8,6,44,0,9,1.4
1,36,5,8,7,36,0,4,23.9
2,23,3,8,8,44,0,4,6.9
1,24,3,8,7,44,0,8,20.7
1,70,8,8,11,40,0,8,496.2
1,53,7,99,9,40,0,10,269.3
1,36,5,9,6,44,0,4,12.4
2,50,7,99,9,40,0,10,43.9
1,34,5,99,7,40,0,7,171.8
1,37,5,9,4,44,0,4,4.5
1,45,6,2,7,44,0,5,14.2
1,52,7,99,9,30,0,10,343.1
1,29,4,8,7,44,0,6,72.9
1,41,6,8,9,44,0,9,1.4
1,37,5,99,9,30,0,10,106.7
1,39,5,8,5,44,0,8,10.6
2,26,4,8,6,44,0,3,3.2
1,69,8,99,9,40,0,7,319.4
1,38,5,9,6,44,0,2,43.9
2,36,5,8,7,44,0,10,1.8
2,56,7,99,9,40,0,8,70.8
2,17,2,99,7,30,0,10,59.9
2,32,5,8,6,44,0,7,39.3
2,31,5,8,7,44,0,4,39.9
1,41,6,8,9,44,0,5,86.3
2,32,5,8,7,44,0,7,81.8
1,42,6,8,7,44,0,4,69.9
1,50,7,99,9,20,0,9,187.9
2,35,5,9,6,44,0,4,31.9
2,32,5,99,9,30,0,10,119.9
1,48,6,99,9,40,0,10,185.8
2,49,6,8,9,40,0,7,114.9
1,28,4,8,5,36,0,4,17.5
1,34,5,2,7,35,0,9,1.8
2,23,3,8,7,44,0,4,62.6
2,25,4,8,7,44,0,2,28.9
2,30,5,8,7,44,0,2,25.9
2,31,5,9,9,40,0,10,20.9
1,39,5,8,7,42,0,8,10.9
1,29,4,8,9,22,0,2,52.9
1,51,7,99,7,30,0,10,317.9
2,26,4,9,7,44,0,2,14.8
2,32,5,2,2,40,0,9,35.9
1,35,5,9,7,44,0,10,14.9
1,42,6,8,2,25,0,8,47.8
1,42,6,2,8,44,0,7,113.6
1,41,6,8,3,44,0,7,154.9
1,53,7,8,4,44,0,6,36.8
1,40,6,9,7,40,0,10,20.9
1,39,5,8,7,44,0,2,38.9
1,28,4,8,5,44,0,7,79.4
1,43,6,8,7,38,0,10,73.8
2,28,4,8,7,44,0,3,80.9
2,57,7,99,11,40,0,10,124.7
1,43,6,8,5,44,0,5,36.9
2,51,7,99,9,20,0,10,212.2
2,26,4,8,7,44,0,5,9.9
1,46,6,99,9,40,0,10,294.9
1,33,5,8,7,44,0,3,10.3
1,38,5,2,9,16,0,7,110.5
2,27,4,9,7,44,0,7,4.1
1,39,5,99,9,40,0,10,181.7
2,23,3,8,8,44,0,5,0.4
2,36,5,99,7,36,0,9,154.6
1,55,7,8,7,44,0,6,35.9
2,61,7,99,5,30,0,10,246.0
1,32,5,9,7,44,0,3,9.9
1,29,4,9,7,44,0,5,41.3
1,41,6,8,7,44,0,8,12.9
1,36,5,99,9,20,0,10,148.1
1,37,5,2,7,44,0,3,17.9
1,38,5,99,7,40,0,10,118.9
2,37,5,2,6,44,0,4,18.5
2,20,3,9,7,44,0,3,4.9
2,28,4,9,7,44,0,9,52.7
2,18,3,8,7,44,0,8,5.5
1,34,5,2,7,44,0,2,69.4
1,45,6,99,9,44,0,10,261.5
2,63,7,8,5,44,0,5,124.9
2,26,4,8,7,44,0,5,2.4
1,51,7,99,7,44,0,10,164.4
1,38,5,2,9,0,0,3,147.4
1,46,6,2,7,44,0,4,44.9
1,23,3,8,7,44,0,8,0.6
1,47,6,6,7,44,1,7,58.9
2,41,6,8,7,44,0,3,88.9
2,49,6,99,9,40,0,10,264.3
1,42,6,8,5,44,1,10,1.9
1,21,3,8,7,36,0,4,9.8
2,27,4,8,7,44,0,5,14.7
2,45,6,99,9,20,0,10,274.5
1,37,5,8,7,44,0,9,149.5
2,48,6,99,7,40,0,10,187.4
2,45,6,8,7,44,0,9,90.6
2,43,6,8,6,44,0,2,11.7
2,48,6,8,7,44,0,5,111.9
2,52,7,99,9,44,0,6,367.8
2,46,6,99,5,30,0,10,30.1
1,24,3,9,7,44,0,5,34.9
1,38,5,2,5,44,0,8,101.5
1,27,4,8,7,44,0,4,25.9
1,26,4,8,7,44,0,4,10.6
1,34,5,8,4,44,0,10,7.4
1,31,5,8,7,44,0,5,25.9
1,41,6,99,7,30,0,10,180.1
1,25,4,8,7,44,0,6,0.4
2,29,4,99,7,40,0,10,8.7
1,23,3,4,7,38,0,6,9.9
1,45,6,99,9,40,0,8,198.7
1,42,6,8,5,44,0,5,40.9
1,26,4,8,7,44,0,2,66.9
1,40,6,99,10,40,0,10,95.9
1,21,3,8,6,22,0,6,30.9
1,60,7,8,7,44,0,5,119.9
1,29,4,8,7,44,0,2,22.6
2,51,7,99,11,25,0,10,23.1
2,42,6,8,7,36,0,7,45.7
1,57,7,99,7,30,0,9,398.7
1,43,6,2,10,44,0,9,0.4
1,28,4,99,7,30,0,10,47.0
1,27,4,9,7,44,0,4,22.8
1,37,5,9,3,44,0,7,5.7
1,28,4,4,7,44,0,6,1.4
1,28,4,8,7,36,0,10,70.9
1,19,3,2,7,44,0,5,4.8
1,28,4,8,7,44,0,4,67.8
1,30,5,8,7,44,0,10,32.4
2,31,5,8,7,44,0,4,61.3
2,30,5,8,7,44,0,7,25.9
2,46,6,9,7,44,0,3,93.9
2,41,6,2,7,36,0,5,82.9
1,30,5,99,5,40,0,10,45.9
1,30,5,8,7,44,0,2,15.2
2,28,4,8,7,44,0,4,53.9
1,71,8,8,7,44,0,2,13.9
1,41,6,99,9,30,0,8,32.7
1,42,6,8,7,44,0,10,105.6
1,33,5,8,7,44,0,3,43.9
1,36,5,8,5,44,0,5,13.8
1,35,5,99,7,30,0,10,59.9
2,35,5,2,7,44,0,7,129.9
2,25,4,9,7,44,0,3,1.8
1,34,5,8,2,44,0,9,15.7
1,33,5,8,7,44,0,8,34.2
2,25,4,8,7,44,0,2,43.9
2,42,6,8,7,40,0,7,109.9
2,52,7,8,7,44,0,3,37.9
2,68,8,99,6,20,0,7,381.9
2,35,5,8,7,44,0,9,18.8
1,30,5,8,6,44,0,2,51.9
1,50,7,99,7,40,0,9,152.8
2,57,7,99,7,40,0,10,95.4
2,49,6,99,9,20,0,10,194.8
1,30,5,8,7,44,0,10,73.4
2,52,7,99,7,30,0,10,417.9
2,24,3,8,7,44,0,8,1.9
1,55,7,99,9,20,0,10,173.3
2,28,4,6,9,44,0,4,66.3
1,50,7,99,7,30,0,10,351.9
1,48,6,8,7,36,0,5,10.9
1,36,5,6,4,44,0,8,101.6
2,45,6,99,9,40,0,10,125.1
2,30,5,8,7,38,0,10,37.4
1,61,7,99,2,30,0,7,225.3
2,36,5,9,7,44,0,5,1.4
1,34,5,99,9,20,0,10,40.4
1,44,6,8,4,44,0,8,13.8
1,20,3,8,7,44,0,10,4.4
2,33,5,8,7,44,0,9,13.7
1,35,5,2,7,44,0,7,0.4
1,49,6,99,7,30,0,10,312.9
1,53,7,8,5,44,0,7,35.5
2,36,5,99,9,40,0,10,139.3
1,31,5,9,7,44,0,9,39.4
2,42,6,99,9,30,0,10,7.9
1,38,5,8,7,44,0,5,48.9
2,47,6,99,7,40,0,10,222.1
2,37,5,8,7,44,0,5,6.9
1,31,5,8,7,22,0,5,44.9
2,45,6,99,9,44,0,9,14.5
1,21,3,99,8,30,0,10,19.2
2,25,4,2,7,44,0,3,18.5
2,44,6,9,7,40,0,10,6.0
2,44,6,99,7,40,0,9,168.9
1,20,3,9,1,44,0,8,5.9
1,30,5,2,9,30,0,3,81.8
2,27,4,2,9,15,0,5,23.9
1,27,4,8,7,38,0,10,74.9
1,27,4,8,7,44,0,6,27.4
1,54,7,9,7,44,0,3,13.0
1,50,7,99,7,44,0,10,47.9
1,49,6,99,7,40,0,10,52.9
1,27,4,8,7,38,0,10,61.6
1,53,7,2,1,44,0,8,294.1
1,35,5,99,7,30,0,10,10.1
1,26,4,8,7,44,0,10,13.8
1,54,7,8,7,36,0,6,407.5
1,38,5,2,9,44,0,4,94.9
1,55,7,8,7,44,0,6,30.9
1,42,6,8,7,44,0,5,1.5
1,40,6,8,9,13,0,6,82.3
2,33,5,8,7,44,0,6,11.0
1,34,5,8,7,44,0,3,6.7
1,36,5,8,2,44,0,10,15.8
1,22,3,9,7,44,0,3,9.6
1,38,5,99,10,40,0,10,144.2
1,46,6,8,7,44,0,10,27.3
1,41,6,99,7,30,0,7,35.9
2,42,6,8,7,44,0,4,67.7
1,35,5,8,7,44,0,2,8.8
1,65,8,99,7,40,0,10,432.8
2,19,3,8,6,20,0,6,21.7
2,46,6,99,9,20,0,9,165.9
1,43,6,8,6,0,0,6,284.7
1,21,3,9,9,44,0,9,0.6
1,52,7,99,11,30,0,10,10.0
1,47,6,8,7,44,0,10,86.2
1,28,4,8,7,44,0,4,59.5
1,24,3,8,7,44,0,4,27.9
1,31,5,8,7,36,0,5,106.5
2,38,5,2,2,44,0,5,10.9
1,22,3,8,6,44,0,8,2.7
2,46,6,99,7,30,0,10,110.7
2,36,5,8,5,44,0,4,16.9
2,31,5,8,7,44,0,8,37.3
1,53,7,8,3,44,0,3,14.7
1,28,4,8,4,44,0,10,80.4
2,45,6,99,7,40,0,10,188.9
2,30,5,8,7,44,0,5,14.0
2,64,7,99,7,30,0,10,296.7
2,33,5,99,9,40,0,10,85.2
1,37,5,99,7,40,0,9,78.9
2,42,6,99,7,30,0,10,178.9
1,27,4,2,10,40,0,8,53.9
2,35,5,8,9,44,0,10,23.5
1,24,3,8,7,44,0,4,2.2
2,29,4,2,9,30,0,3,25.1
2,48,6,8,8,44,0,9,10.8
2,45,6,99,9,20,0,10,188.1
1,50,7,8,7,13,0,7,80.9
1,48,6,99,7,32,0,7,46.9
2,24,3,9,7,40,0,10,20.9
2,16,2,8,5,24,0,8,20.9
1,30,5,8,7,44,0,10,34.3
2,46,6,99,9,40,0,10,77.4
1,64,7,2,6,44,0,2,78.9
2,42,6,8,7,36,0,4,78.9
1,39,5,8,7,22,0,5,90.5
1,21,3,99,7,30,0,9,0.9
2,30,5,8,9,44,0,5,39.8
2,56,7,99,5,40,0,10,213.3
2,53,7,8,7,24,0,5,58.9
1,57,7,99,7,40,0,7,162.9
2,33,5,8,7,44,0,8,5.4
2,40,6,9,7,44,0,3,14.9
2,35,5,8,7,44,0,9,53.6
2,26,4,99,7,44,0,10,8.9
1,49,6,99,6,40,0,5,370.9
2,38,5,99,7,40,0,10,154.2
1,35,5,99,7,30,0,7,44.2
2,38,5,8,7,44,0,9,6.8
1,40,6,99,9,30,0,10,107.1
2,35,5,99,9,40,0,10,147.6
1,22,3,9,8,44,0,5,22.3
1,42,6,8,4,44,0,9,36.8
1,30,5,99,7,44,0,7,119.2
1,42,6,9,7,44,0,2,29.9
2,43,6,99,9,40,0,10,179.3
2,22,3,8,8,44,0,3,32.6
1,49,6,99,9,30,0,10,58.5
1,38,5,99,5,30,0,10,121.3
2,44,6,8,5,44,0,3,89.9
1,55,7,8,4,0,0,7,129.9
1,31,5,99,7,40,0,10,129.1
2,45,6,8,9,40,0,10,13.0
1,26,4,8,6,44,0,9,29.1
2,36,5,99,7,30,0,9,167.7
1,25,4,9,3,44,0,5,39.1
1,33,5,99,7,40,0,10,104.7
1,49,6,9,9,44,0,9,92.9
1,42,6,99,11,40,0,10,130.4
1,45,6,99,7,40,0,10,76.6
1,22,3,2,7,44,0,5,47.0
1,47,6,9,7,44,0,6,51.6
1,19,3,2,6,20,0,9,16.6
1,34,5,99,9,30,0,10,77.0
2,28,4,8,7,44,0,10,20.9
2,47,6,99,9,30,0,10,177.9
2,41,6,8,7,44,0,7,82.3
2,42,6,8,7,24,0,3,10.9
2,28,4,99,7,30,0,10,71.3
2,49,6,99,9,20,0,10,175.3
2,35,5,8,5,44,0,5,3.6
1,27,4,8,4,44,0,9,76.5
2,32,5,8,6,44,0,2,68.9
1,56,7,99,9,40,0,10,118.9
2,35,5,8,9,44,0,4,73.5
1,30,5,4,7,44,0,3,114.9
2,33,5,99,7,40,0,10,90.8
1,56,7,99,7,40,0,8,152.0
1,22,3,9,7,44,0,3,11.9
1,30,5,8,4,44,0,10,27.8
1,28,4,4,7,44,0,4,33.9
1,22,3,8,7,44,0,7,43.4
2,20,3,8,7,44,0,8,11.4
1,36,5,8,7,36,0,9,12.7
1,40,6,9,7,44,0,3,11.0
1,53,7,99,9,40,0,10,415.5
1,19,3,8,7,44,0,2,2.9
1,33,5,99,7,40,0,10,4.9
1,40,6,99,7,40,0,7,22.7
2,34,5,99,9,40,0,10,52.0
2,27,4,8,9,44,0,4,27.6
1,48,6,9,7,44,0,7,55.2
2,53,7,99,9,40,0,10,323.3
1,45,6,6,2,44,0,5,16.4
1,27,4,99,7,30,0,10,4.6
1,41,6,9,7,40,0,10,9.9
1,43,6,99,7,40,0,8,149.8
1,56,7,99,9,40,0,8,277.4
1,34,5,8,7,44,0,6,30.5
2,61,7,99,9,30,0,9,11.5
2,26,4,8,7,44,0,4,5.6
1,41,6,99,9,40,0,7,215.7
1,46,6,8,7,44,0,2,15.9
1,41,6,99,5,40,0,10,2.9
2,21,3,9,7,44,0,4,1.6
1,36,5,99,7,40,0,9,66.6
1,42,6,99,7,40,0,9,225.5
2,64,7,99,8,20,0,10,378.5
1,42,6,8,7,44,0,3,23.9
1,41,6,99,9,40,0,9,48.0
2,37,5,99,9,40,0,10,125.3
2,50,7,99,9,44,0,9,271.1
1,42,6,99,9,40,0,8,130.9
1,28,4,8,5,44,0,5,19.6
2,25,4,8,9,36,0,8,2.9
1,53,7,99,7,40,0,10,203.2
1,38,5,8,7,36,0,8,66.4
2,35,5,8,9,40,0,7,14.9
1,34,5,8,6,44,0,4,15.1
2,25,4,8,7,44,0,3,13.9
2,43,6,99,9,40,0,10,126.2
2,38,5,8,9,44,0,5,114.7
2,23,3,9,7,44,0,4,13.7
2,40,6,99,9,40,0,10,11.5
1,24,3,8,6,44,0,2,73.9
1,28,4,99,9,30,0,10,2.7
2,31,5,99,9,18,0,10,22.8
1,43,6,8,7,44,0,9,51.9
1,65,8,99,7,40,0,10,450.9
2,41,6,99,7,40,0,10,107.3
1,23,3,8,6,41,0,9,10.3
2,23,3,9,5,44,0,6,6.9
1,30,5,2,10,40,0,10,31.2
2,24,3,9,7,44,0,2,26.9
1,44,6,99,9,30,0,10,189.7
2,22,3,99,9,44,0,10,9.9
1,45,6,99,9,30,0,10,163.5
1,31,5,2,7,44,0,7,90.8
2,34,5,2,9,15,0,7,94.8
2,57,7,99,9,30,0,10,100.9
2,23,3,99,7,30,0,8,5.9
2,34,5,8,7,36,0,8,27.6
1,20,3,8,7,44,0,3,30.6
1,40,6,8,6,44,0,5,95.9
1,40,6,9,7,44,0,7,49.9
1,47,6,8,4,44,0,7,54.9
2,54,7,99,7,40,0,9,328.9
1,47,6,9,7,44,0,2,59.9
2,20,3,2,8,44,0,6,1.9
1,20,3,8,4,40,0,10,23.9
1,33,5,6,7,44,0,4,100.1
1,41,6,99,9,44,0,10,92.1
1,62,7,99,7,32,0,9,154.9
2,40,6,99,7,30,0,9,21.6
1,44,6,9,5,40,1,9,76.7
1,27,4,99,9,40,0,9,57.9
1,26,4,4,7,44,0,5,17.3
1,30,5,99,9,40,0,10,26.9
2,57,7,1,2,44,0,10,74.9
1,37,5,8,7,44,0,9,3.9
1,35,5,8,7,44,0,7,17.5
1,40,6,8,5,43,0,9,227.5
1,31,5,8,5,44,0,5,13.0
2,24,3,2,9,40,0,5,34.9
2,20,3,9,7,22,0,10,18.6
2,56,7,99,9,20,0,10,198.4
2,39,5,8,9,44,0,8,23.7
2,22,3,9,7,44,0,4,0.9
1,24,3,8,7,37,0,10,40.8
1,40,6,8,7,41,0,7,18.9
2,32,5,8,7,44,0,5,86.3
1,56,7,8,2,44,0,7,16.5
2,24,3,2,7,22,0,4,62.9
1,35,5,9,7,36,0,10,9.5
2,47,6,99,9,25,0,10,263.1
1,31,5,4,2,44,0,3,19.5
2,31,5,9,5,44,0,4,33.9
2,32,5,99,9,40,0,10,37.1
2,51,7,99,2,40,0,10,349.9
1,55,7,99,9,30,0,7,46.9
1,31,5,8,7,44,0,2,9.9
1,37,5,9,7,44,0,2,1.4
2,25,4,9,9,44,0,2,2.5
1,56,7,2,7,44,0,4,175.9
2,26,4,8,7,44,0,8,3.9
1,32,5,8,7,40,0,7,32.8
1,46,6,8,7,44,0,4,46.9
1,39,5,99,7,40,0,9,32.9
2,26,4,99,7,40,0,10,71.5
1,39,5,9,3,44,0,8,35.5
1,69,8,99,4,30,0,10,361.9
1,52,7,8,7,28,0,5,38.7
1,69,8,2,7,44,0,10,358.8
2,26,4,8,7,30,0,9,82.9
1,60,7,99,9,40,0,8,219.6
2,34,5,2,7,30,0,4,99.2
1,35,5,9,1,44,0,10,16.4
2,40,6,8,7,44,0,6,17.6
1,32,5,99,7,44,0,9,48.0
1,41,6,2,7,36,0,7,1.8
1,48,6,8,3,44,0,7,243.3
2,40,6,8,9,44,0,7,70.6
2,28,4,9,7,44,0,3,14.1
2,37,5,99,9,30,0,10,145.5
1,44,6,99,7,30,0,7,142.6
2,40,6,8,9,40,0,5,70.9
2,50,7,8,7,44,0,2,73.9
2,35,5,8,2,22,0,3,136.9
2,42,6,99,9,30,0,10,178.7
1,49,6,99,1,16,0,5,172.7
1,26,4,9,9,44,0,5,6.6
1,44,6,8,5,44,0,3,9.9
2,28,4,8,8,44,0,4,28.9
1,39,5,8,7,44,0,7,5.0
2,56,7,99,3,40,0,9,227.9
1,31,5,8,7,44,0,5,17.9
1,33,5,8,7,44,0,10,6.7
2,38,5,9,7,44,0,3,4.5
1,17,2,8,6,30,0,6,4.3
1,20,3,8,7,44,0,5,17.7
1,39,5,99,7,30,0,9,9.9
2,42,6,99,11,40,0,10,10.1
2,30,5,8,9,41,0,8,8.4
2,40,6,8,9,36,1,6,9.8
2,28,4,8,7,44,0,8,93.8
1,34,5,8,5,44,0,3,5.9
2,40,6,99,7,36,0,10,238.9
2,36,5,8,7,44,0,3,35.9
1,64,7,8,6,44,0,6,374.4
1,21,3,8,7,44,0,5,12.9
1,54,7,99,4,30,0,10,237.9
2,57,7,99,1,44,0,7,316.2
1,44,6,8,7,44,0,5,3.4
1,48,6,99,9,30,0,10,138.8
2,23,3,4,7,44,0,8,13.6
1,26,4,8,4,44,0,3,5.5
1,39,5,8,4,30,0,10,197.9
1,47,6,8,6,44,0,7,31.9
1,31,5,8,7,44,0,5,4.9
1,36,5,4,7,44,0,6,0.5
1,37,5,99,9,40,0,10,177.8
2,36,5,8,7,44,0,3,3.9
2,48,6,2,6,44,0,3,14.7
1,40,6,99,9,40,0,10,71.8
2,24,3,4,7,44,0,7,4.6
1,19,3,9,5,44,0,3,4.3
2,31,5,99,9,40,0,6,112.4
2,40,6,8,7,44,0,10,15.9
1,31,5,99,7,30,0,10,146.9
1,26,4,8,9,42,0,4,20.4
2,22,3,9,7,44,0,8,28.7
1,33,5,99,3,36,0,10,167.9
2,28,4,99,7,40,0,10,62.8
2,33,5,2,8,44,0,2,26.9
2,22,3,99,4,40,0,9,141.9
1,41,6,99,7,40,0,10,57.4
1,29,4,9,7,44,0,3,0.8
2,30,5,2,9,44,0,4,12.9
1,53,7,99,7,30,0,9,22.9
1,27,4,9,7,44,0,6,4.1
1,42,6,8,7,44,0,6,5.3
1,34,5,9,7,40,0,7,19.9
2,41,6,99,9,25,0,10,121.6
1,33,5,4,7,44,0,4,41.9
2,30,5,99,9,30,0,7,32.9
2,46,6,99,9,20,0,10,106.2
1,24,3,9,7,44,0,5,33.9
1,44,6,8,5,44,0,4,67.5
2,69,8,99,9,40,0,10,418.9
2,69,8,99,7,30,0,10,414.4
1,38,5,8,7,44,0,2,10.9
1,45,6,99,7,30,0,6,5.9
1,37,5,2,7,44,0,6,41.4
1,38,5,2,7,43,0,3,52.9
1,46,6,99,8,30,0,10,326.9
2,44,6,99,9,44,0,10,151.7
1,35,5,8,4,44,0,8,16.9
1,28,4,9,8,44,0,5,2.9
1,43,6,8,7,44,1,7,37.8
1,31,5,8,7,44,0,6,28.9
2,26,4,8,7,44,0,8,25.5
1,43,6,9,7,44,0,7,45.5
2,34,5,8,7,44,0,8,3.2
1,34,5,8,4,44,0,4,15.9
1,21,3,2,7,44,0,4,1.9
1,33,5,2,7,44,0,7,29.4
1,43,6,8,9,28,0,7,68.9
1,50,7,2,4,44,0,7,108.9
1,34,5,8,7,44,0,6,89.6
1,50,7,8,7,44,0,8,26.9
1,27,4,8,7,36,0,9,16.9
1,40,6,8,7,44,0,10,173.3
1,49,6,8,5,44,0,8,6.5
1,42,6,8,5,44,0,9,6.2
2,38,5,9,9,40,0,6,15.4
1,35,5,9,5,40,0,10,14.9
2,33,5,99,9,30,0,7,91.1
2,54,7,99,7,40,0,10,329.9
1,24,3,8,6,44,0,6,35.6
1,25,4,8,9,40,0,8,66.2
1,36,5,2,7,44,0,2,66.9
1,18,3,2,6,30,0,9,16.8
2,46,6,8,9,44,0,7,306.5
1,27,4,8,7,44,0,9,38.0
1,37,5,9,7,44,0,9,113.7
2,26,4,8,7,42,0,10,26.9
1,43,6,99,9,40,0,10,237.9
2,25,4,9,7,44,0,3,7.8
2,24,3,8,7,44,0,6,1.1
1,24,3,8,7,44,0,9,4.4
2,40,6,9,7,44,0,5,1.9
1,46,6,99,7,30,0,10,19.9
2,21,3,8,7,44,0,5,1.7
1,30,5,9,9,44,0,5,0.7
2,41,6,99,7,40,0,10,197.1
2,48,6,2,9,22,0,2,12.4
2,52,7,99,9,30,0,10,8.2
2,42,6,99,9,25,0,10,197.8
1,19,3,8,4,41,0,7,0.5
2,32,5,4,6,44,0,5,94.8
2,24,3,8,7,44,0,5,2.9
2,20,3,8,7,20,0,7,11.1
